Index,Hogwarts_House,First_Name,Last_Name,Birthday,Best_Hand,Arithmancy,Astronomy,Herbology,Defense_Against_the_Dark_Arts,Divination,Muggle_Studies,Ancient_Runes,History_of_Magic,Transfiguration,Potions,Care_of_Magical_Creatures,Charms,Flying
10,Slytherin,Fred,Simms,1997-02-27,0,37984.0,-544.1920488261749,-7.308855989623728,5.441920488261747,-6.18,-319.94687532983534,391.6529162915922,2.91473188799465,1082.5814087477208,10.948790872858233,1.7738866787768597,-251.12516,-80.42
11,Ravenclaw,Jan,Saylor,1998-03-16,1,44791.0,-197.52731769185084,2.7424444339618588,1.9752731769185083,6.603,527.3563229707513,605.5906004179383,5.480097322152394,1063.522360673685,9.407484155858128,-1.1126491143177455,-232.65964,-19.94
12,Ravenclaw,Long,Burks,2001-10-03,0,21630.0,-447.6498122360021,4.046727136762162,4.476498122360021,4.949,810.1544831409043,615.5310876490132,3.653494560249915,1075.8538502533456,9.622899465889688,0.5670955443680077,-229.38229,17.0
13,Gryffindor,Fran,Jorgensen,1997-09-23,0,41907.0,470.65375662672136,-5.518263685781008,-4.7065375662672135,4.425,-434.2932661222959,596.6100889263835,-4.1618229744065465,967.2239116973597,5.027414761055882,-1.135957011752296,-252.27344,174.27
14,Gryffindor,Freddie,Ward,2001-05-31,0,58796.0,651.1987485578007,-4.820770852893141,-6.511987485578008,4.357,-468.2847232096298,626.3728860307857,-5.206672041512534,935.5792903077672,3.0632066243706,0.1736145483146391,-254.92326,212.37
15,Ravenclaw,Tyrone,Cooley,2000-03-09,1,15578.0,-151.08820873346482,6.8718573378725765,1.510882087334648,7.906,645.4474512014251,607.4427290526703,6.317446315222874,1091.054831002211,11.708777390143444,0.2605563047012814,-226.76896,11.22
16,Hufflepuff,Elden,Scholl,1999-04-18,1,56909.0,458.1270261474805,6.981588542540248,-4.581270261474805,5.686,-579.6685909175318,403.3276902605525,4.2658097542267495,1052.0352351526687,3.4565189893797363,0.0702055342612155,-242.99904,3.81
17,Ravenclaw,Joseph,Coulter,2001-08-22,0,39873.0,-264.6783109979997,5.949951054189216,2.6467831099799968,6.829,745.4656657154428,626.8233315636505,4.886733220972539,1079.549394561472,9.318098487516489,0.3643870721334353,-228.79359,-1.72
18,Hufflepuff,Rosie,Tuggle,1999-07-05,0,44987.0,673.1671096812503,0.1315163054974428,-6.731671096812503,9.421,-709.6964283834683,461.89673418950485,0.5318228689636264,1073.5852035654214,6.346026797398995,1.7477697551565254,-245.83067,23.46
19,Ravenclaw,Esther,Li,2001-08-02,0,79537.0,-511.2264383563732,7.963183549223157,5.1122643835637325,5.769,419.7555989776198,663.157592339586,7.089607790294157,1035.424804329289,7.288428374016317,0.2360522784837765,-228.83988,-6.4
20,Hufflepuff,Lucio,Wray,1999-01-21,0,46505.0,508.1611883528949,6.11314406193578,-5.081611883528949,3.284,-387.5559813493135,407.3199405108696,5.142065215250079,1037.0804332529328,5.109155180436624,1.3300362081007877,-244.66168,19.76
21,Slytherin,Araceli,Flint,1998-03-01,0,66246.0,-419.02208521911433,-6.655229617697697,4.190220852191144,-6.006,-322.019869231814,408.62799964753634,4.83789747048606,1039.9434988980925,8.739039146518566,0.0227922432695476,-253.04749,-91.44
22,Hufflepuff,Georgianna,Wooten,2000-01-18,1,32991.0,612.5930323684191,4.166334753886695,-6.125930323684193,5.142,-528.8095274677344,455.1147406869151,1.8799979516358296,1047.7888270360197,6.670688893495349,0.604617316244031,-245.14028,76.2
23,Gryffindor,Mimi,Baird,1997-05-22,0,40401.0,236.8888790015881,-5.077751004602562,-2.3688887900158813,5.517,-544.7589088830549,604.0963783054931,-4.9553196318390045,977.8967780641292,4.377128702454228,-1.5510451995400842,-249.38786,173.06
24,Hufflepuff,Brandy,Andrus,2000-12-27,1,48832.0,458.3420379432199,3.331786028979228,-4.583420379432199,5.794,-357.1443808641858,327.38462690306415,8.575962196183463,1051.3448283965224,4.055017084006755,0.2177364837259843,-243.73112,-100.06
25,Hufflepuff,David,Mcclelland,2000-03-11,0,48984.0,600.0813499884385,3.464527018807125,-6.0008134998843845,6.881,-678.5236439998978,387.2356260460736,5.68741322272218,1069.242717805681,6.449913395821935,1.9518172949103816,-244.6194,-36.54
26,Gryffindor,Kermit,Craft,2000-11-18,0,58112.0,514.3419372851155,-2.832054657210328,-5.143419372851155,5.754,-685.1710296006307,618.4414085954005,-7.003952866834519,957.091137731852,1.7322365656983032,0.3585953072795056,-252.33586,223.8
27,Ravenclaw,Carroll,Kersey,1999-10-20,1,56259.0,-301.4833725111648,4.470596381712079,3.0148337251116484,6.545,887.0278523685254,650.5954044412074,5.728551916089313,1075.0938286730584,9.550556841973153,-1.1975563813262404,-229.64984,-35.06
28,Hufflepuff,Julie,Connolly,1998-05-29,1,54477.0,413.5749839598835,4.907536817133842,-4.135749839598836,3.259,-363.0965932034584,325.8143841057654,4.604073252276106,1052.1052266728989,1.6087835209345582,0.4543663775736535,-246.1036,-48.86
29,Ravenclaw,Hannah,Canady,1998-11-06,1,44450.0,-279.0010918745341,7.198095103701769,2.790010918745341,6.977,251.7144465726503,587.6228267343893,2.4566522833971103,1046.8355215419786,4.685132914318022,0.0070512390741821,-231.20615,50.89
30,Hufflepuff,Lucien,Burt,1998-06-03,1,43212.0,569.2137823348702,6.738672109965893,-5.692137823348701,5.141,-383.9528598513264,379.0419596079501,2.7647390103619123,1038.4298006989293,1.575659247465963,1.6422058316382266,-244.35366,30.91
31,Hufflepuff,Julia,Montez,2001-05-04,1,59927.0,384.37314002707774,6.690899582239733,-3.8437314002707774,6.617,-715.2215547883462,456.3540636074681,4.847747054958306,1053.7152239332383,5.760332596076107,1.0959524660246396,-241.35887,15.52
32,Slytherin,Wendell,Ratcliff,1997-08-14,1,40775.0,-619.3515715066602,-8.887563696339651,6.193515715066601,-6.92,-267.62216563601805,376.5402382619666,6.832455538744942,1056.1574171832387,11.708296678300936,-0.0477741468298526,-251.37265,-125.38
33,Gryffindor,Ben,Southard,2001-03-22,0,52334.0,494.083695769108,-4.853242383525319,-4.94083695769108,5.422,-413.78262153792434,603.4019170744108,-5.213071996448341,944.0464656850093,1.7817419059762996,-1.416966998705505,-252.49781,189.06
34,Hufflepuff,Orville,Hebert,1996-11-19,1,29293.0,486.4150306274456,5.475306512698818,-4.864150306274456,6.614,-438.34397889607584,482.0620580996968,4.616138358367079,1029.8250116917336,7.088150790851537,-1.8906647860919297,-240.69411,70.68
35,Ravenclaw,Julianne,Forrest,1999-04-23,0,41965.0,-591.878579651734,6.603584822402266,5.91878579651734,3.217,388.55508009407134,573.2188619585679,6.569018353245692,1042.5362544080783,7.568807005325795,-0.7100093957918503,-230.27083,2.56
36,Hufflepuff,Jerald,Woodworth,1998-12-17,0,51536.0,440.0873111670082,5.1722758619274565,-4.400873111670082,4.542,-601.1879804095211,385.0149322785431,3.4715081598698303,1059.512001699204,4.013484140894335,-0.1440408428387395,-245.0047,-1.25
37,Ravenclaw,Letha,Kim,2000-05-17,1,73385.0,-415.0263289492602,7.254609476514043,4.150263289492602,6.916,489.1024503769474,667.2904112153512,7.920045613054778,1058.228762712228,9.549079995699303,-1.6593503778036771,-227.92076,-28.93
38,Ravenclaw,Laverne,Burrow,2000-11-04,0,59112.0,-390.7121666260828,4.3721050124103655,3.907121666260829,4.588,473.1527272589132,568.7877937159745,6.340340502640148,1044.9001583316203,6.523428759380362,1.1466909470801074,-233.10451,-38.71
39,Hufflepuff,Chelsey,Barney,1997-06-09,1,52190.0,496.1748495670465,4.660387161137372,-4.961748495670465,5.139,-507.7965671067957,354.73273102288323,5.0054402954078725,1057.4527988027044,3.389501419767812,1.0588427576788306,-245.05353,-38.96
40,Slytherin,Lorna,Graves,2000-03-28,0,68570.0,-387.7448324502113,-4.604619969975151,3.8774483245021134,-6.945,-419.16429373366526,403.71291151908974,1.72055017703211,1058.5804798295928,7.637557962209646,-0.4045276627737053,-253.98429,-54.3
41,Gryffindor,Efren,Sotelo,2000-03-24,0,53157.0,642.0668078877801,-3.731583390209028,-6.4206680788778,5.537,-430.8413869051128,592.0578084894732,-5.679532987655486,952.4800067295448,1.6241740139985756,-2.0024508868722384,-253.20894,195.93
42,Gryffindor,Israel,Roach,1999-03-23,1,42836.0,420.6281622512083,-5.996391408199898,-4.206281622512083,4.066,-490.6709728461078,586.5663669451293,-4.608931187986684,958.5203482884486,4.0119384673969325,-0.6921841218019021,-253.0686,177.52
43,Slytherin,Gene,Southerland,1997-11-18,1,47880.0,-508.0961662440525,-5.3151173064857415,5.080961662440525,-7.952,-460.66974594553113,373.2900322282527,2.211948801657565,1080.1149921632357,9.819557716523132,-1.2111045718472646,-253.02188,-63.61
44,Slytherin,Adelina,Bivins,1999-08-28,1,40993.0,-659.0745091004828,-1.3897815697389886,6.5907450910048295,-4.653,-707.6370173199118,362.34630223638914,2.7747501536998858,1066.5744228339968,6.8559861598597145,1.2281718327105295,-247.19169,-40.26
45,Gryffindor,Rena,Conners,2000-01-03,0,44262.0,442.5297807980382,-4.159918828909026,-4.425297807980382,5.766,-725.1181562349636,569.3116078495827,-6.499374126107093,951.2873280242824,0.8087147473593586,0.4131136082059517,-252.47465,207.58
46,Slytherin,Sallie,Olivares,2001-05-08,0,68337.0,-240.5808380546587,-8.466872317161561,2.4058083805465857,-3.055,-362.5056034493952,462.1625940838477,7.084376678562577,1031.4035829641168,11.6007286096271,-0.606269997825454,-252.16026,-100.81
47,Slytherin,Tammi,Dexter,1997-03-15,1,54555.0,-400.7418936801956,-4.149147757648881,4.007418936801956,-4.711,-479.519923618225,408.2826725668484,3.139227293077824,1055.2616034259238,8.413704761490253,-0.4323140279542813,-250.70782,-50.1
48,Hufflepuff,Santo,Call,1999-11-09,1,18882.0,679.9441148751796,4.749802945846046,-6.7994411487517965,2.991,-361.6947070580284,381.054579293513,5.284483976823548,1038.2415655133746,7.024570762628695,-1.332439437031939,-245.8258,41.31
49,Gryffindor,Millicent,Corcoran,1997-10-07,1,45361.0,579.2673013893152,-4.812674685782127,-5.792673013893156,5.589,-286.93824511056187,592.320612107805,-3.2307414012837987,974.1081657516604,4.820525642893224,0.602047949653184,-251.28892,150.33
50,Slytherin,Vincenzo,Seaton,1997-05-29,1,51703.0,-461.4093394908483,-5.887282774348623,4.614093394908483,-6.869,-334.1827270884367,395.5129669617437,3.5070920536817827,1057.4804761308203,9.408525512226811,-1.1078928252127682,-252.45353,-68.8
51,Ravenclaw,Patti,Montano,1998-03-24,0,44262.0,-352.50013096293725,5.501649628380539,3.5250013096293724,6.285,757.775542692951,654.4987457049356,4.3774327672933975,1077.107597770614,9.752553292928006,1.5398819014558929,-228.81557,7.38
52,Hufflepuff,Bobby,Ezell,1997-07-18,0,62083.0,432.2355311779952,4.760955687348787,-4.32235531177995,5.584,-443.2561433856852,333.6560195053469,6.010138182397384,1056.628084205546,1.8371015411409224,0.5029246072838629,-244.47797,-79.62
53,Hufflepuff,Valentine,Benavidez,1996-12-13,1,70512.0,191.66200704041304,4.712187320128479,-1.9166200704041303,5.615,-810.1462515885353,363.3569051959082,2.8353328888452225,1084.6650919261292,2.267171052630643,-0.5614439161201905,-244.06118,-57.35
54,Hufflepuff,Jessica,Tanner,1999-12-11,0,73353.0,376.58535593551886,4.537302114503309,-3.7658535593551887,6.843,-705.9976763015817,385.06261250357255,6.401809033311918,1071.026217904592,4.42061772532745,0.8373674019463226,-243.33105,-80.51
55,Hufflepuff,Bart,Burnside,2000-03-20,1,64219.0,405.57572877883433,4.3478957474584,-4.055757287788343,5.813,-897.8370960082959,465.411826568784,5.286010067276183,1075.488163826367,9.165098168617954,0.1941036295098912,-243.61837,-6.49
56,Ravenclaw,Sydney,Lamar,1996-12-19,1,30461.0,-608.1609661362443,7.030299546150498,6.0816096613624415,3.873,110.636573003993,540.539570096604,6.564960248876256,1038.7145849967512,7.0499228867192425,0.4109491944126668,-229.90781,17.89
57,Gryffindor,Lesley,Conley,2000-02-08,0,39225.0,546.1048515582914,-5.177676827131712,-5.461048515582916,5.236,-478.2053839467278,583.9009789986392,-5.619651212802019,932.1547541090092,1.3723222888566218,1.1736933909229337,-253.30962,213.83
58,Hufflepuff,Tia,Shoemaker,2000-01-03,1,58659.0,558.9850768521734,7.199280557305688,-5.589850768521735,3.763,-384.84017139647807,366.7438360311535,8.973601303380999,1037.306718944929,4.961227318522902,1.3333567521300267,-243.94171,-47.23
59,Slytherin,Chauncey,Ambrose,1997-09-23,1,56313.0,-463.6502500606741,-2.457738111279645,4.636502500606741,-3.523,-497.6966702112428,448.2469179293768,3.0324715106011406,1033.5124263006678,7.354243224801251,-0.3170546276027209,-248.22068,-13.85
60,Hufflepuff,Mellisa,Musgrove,1999-01-26,0,46240.0,530.227319204472,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61
61,Ravenclaw,Alexander,Ashworth,1998-10-12,0,54847.0,-203.96737761219387,3.998021154306869,2.039673776121939,7.718,806.681413559967,624.0858951051516,5.781731645651822,1082.0672531603082,9.071699291714696,0.0128978884220931,-230.17997,-51.5
62,Hufflepuff,Jessie,Madden,2000-11-11,0,54986.0,440.8438262308952,6.506027505582906,-4.408438262308951,4.794,-392.9760394815266,411.03990190478265,6.1003213300208685,1036.1595341491422,4.221408674350881,-1.1535875769773252,-242.80759,-6.28
63,Ravenclaw,Marcos,Pfeifer,2000-11-15,0,69442.0,-557.4308145437269,7.632078695509895,5.57430814543727,5.269,638.1494093440018,636.6509269642495,4.514082718303876,1059.4215080570089,5.990332243527781,0.1350349866516061,-228.8198,-9.2
64,Ravenclaw,Bess,Browne,2001-08-14,1,46350.0,-298.2622717840378,5.54437673886142,2.982622717840377,6.658,432.3369006341099,645.247265223469,4.797739920975449,1048.1908595432876,8.733861638425891,0.1450460960525409,-230.3282,32.77
65,Hufflepuff,Marilynn,Maki,2001-01-06,0,70868.0,349.7348064996019,2.2628549354313416,-3.49734806499602,4.612,-569.1749940807236,417.2556309736137,4.857709460854919,1064.649952266996,5.7244714074980845,-0.3892734498133775,-245.9729,-54.51
66,Hufflepuff,Seth,Conaway,1999-09-18,1,68359.0,418.6807819064729,2.3987267447642164,-4.186807819064732,5.468,-521.3102149343797,459.21001773686135,5.054253489955328,1054.5440184680233,6.7893895060061205,1.1015454775412754,-245.05387,-28.36
67,Hufflepuff,Concepcion,Wilkinson,1999-06-19,0,46079.0,474.2898484815368,2.8237462830384312,-4.742898484815368,4.681,-404.59594543529136,405.7418984473488,6.156093737254994,1047.1635445539496,6.482312107498415,0.6270437847565277,-244.82078,-26.57
68,Gryffindor,Rosita,Riddick,2001-09-27,1,56134.0,336.0623367778062,-4.917391145130838,-3.360623367778062,5.402,-506.97699448819606,634.1718917533511,-4.248889474217036,971.0193242051724,4.928506629654286,1.245107500969116,-250.44466,168.2
69,Hufflepuff,German,Bronson,2000-06-22,1,58549.0,477.18915910727776,4.6698509754366935,-4.7718915910727775,6.445,-742.8481132871193,380.2449783858424,4.889160429203322,1072.8751751657326,4.859939345873153,-1.2133457990902643,-244.21177,-39.78
70,Hufflepuff,Rufus,Geiger,2000-06-29,1,20807.0,661.1120436579648,5.070565395322594,-6.611120436579647,4.824,-275.1294867683956,437.2001972439055,3.895704955115901,1021.8547005146866,5.904646144320843,0.0585876601711535,-243.93181,78.72
71,Hufflepuff,Shanna,Reuter,2000-02-06,0,32491.0,793.0759523309309,5.613896018167057,-7.930759523309311,4.977,-533.3751884407543,428.34971424877295,7.111135197996642,1041.2456163269326,9.235553491752476,0.2456461937367628,-244.50673,35.69
72,Hufflepuff,Marion,Galindo,2000-02-23,0,47052.0,561.6559199596363,6.154023758537017,-5.616559199596363,3.749,-246.9314297363984,386.4191261879637,4.249600813824982,1028.143468794004,2.5104245404568672,-0.8511317571161439,-245.17349,17.14
73,Gryffindor,Aisha,Steffen,2000-02-08,1,67687.0,239.6957642127336,-3.4640191301689454,-2.396957642127336,5.25,-602.3663235488892,659.3533550509658,-7.392166051120612,962.8172288806368,2.142782574905993,-1.4746064699518395,-250.64727,212.01
74,Gryffindor,Oma,Prosser,1998-07-26,0,60337.0,308.54461787237733,-3.6096540503280985,-3.085446178723773,6.883,-231.057459318709,636.0795719842497,-4.939479676363117,984.255441883197,2.9838141870231385,-0.9146227391949916,-247.82592,147.71
75,Ravenclaw,Florine,Crabtree,1999-04-04,0,38317.0,-345.89128549463555,6.96155360435082,3.4589128549463566,5.861,465.421011142633,593.0667059477843,5.746750567656782,1047.7662420039394,7.496068441511896,-0.8711453603276128,-229.55943,18.77
76,Hufflepuff,Sarah,Mccurdy,2000-05-24,1,40041.0,423.72970727890487,7.297099109535134,-4.237297072789048,5.725,-413.6913707528254,392.29596800999326,3.3471567507216777,1037.2260073063885,1.8286400171438568,1.3960199262805228,-241.87543,32.42
77,Hufflepuff,Vesta,Rodman,2000-02-19,0,32995.0,737.2957435720047,4.380005410809342,-7.372957435720048,5.415,-353.1070078725637,298.2189599119104,3.6443987884960087,1051.5941183023024,1.2289187534920265,0.2048944997103961,-246.92665,-22.77
78,Gryffindor,Gabriella,Snook,1999-04-05,0,40377.0,529.1895411283647,-3.7856221594879567,-5.291895411283647,5.923,-645.3830056545745,615.0863313301887,-5.4829806088532616,960.6549757710112,4.160832420156689,-0.496053015772492,-251.26696,220.38
79,Ravenclaw,Billie,Irvine,1998-03-23,0,48416.0,-454.6973968449776,4.1521893682783775,4.546973968449776,5.464,587.6877059480232,609.1149083500918,5.035510550182293,1064.4063373741496,8.220708584271447,-0.7585919776943548,-230.70509,-19.33
80,Slytherin,Allison,Ketchum,1998-07-20,1,35796.0,-662.4667943509653,-4.4429124927184365,6.624667943509652,-3.542,-624.8435109690846,374.422516668655,6.043296729866028,1057.4390369668408,9.448966565083404,-0.9391020568781272,-246.52071,-83.43
81,Hufflepuff,Dovie,Darden,1997-10-09,1,72219.0,385.2596952999597,5.81125399995247,-3.8525969529995976,4.108,-507.4167192404275,379.1414663677916,3.67506946331026,1056.1924277622848,1.9250482727865847,0.3371504289632541,-245.50725,-32.85
82,Gryffindor,Dianne,Gulley,1997-08-06,0,32401.0,663.3114579687891,-3.7379586281520014,-6.633114579687891,5.321,-355.91334409817483,621.4829544195684,-4.58539579746124,976.9447294813398,6.467256170447585,0.8078199234012003,-250.98496,209.29
83,Hufflepuff,Robbie,Waller,2000-06-10,0,35880.0,571.7538745192702,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71814,32.63
84,Ravenclaw,Mariah,Allison,1999-09-08,0,75206.0,-635.5742012070349,5.435313135279752,6.3557420120703485,4.203,538.2390293299384,628.4171762940286,3.6035049617138015,1041.8250846013768,4.725093354369534,0.1638341234052191,-231.65535,-8.22
85,Hufflepuff,Eunice,Kimball,1997-09-14,1,56467.0,529.3030052289412,4.204821103561154,-5.293030052289412,6.89,-511.8962774657433,386.227460206767,6.335260445646684,1054.6768353183302,4.540173864869352,-0.9805984774659277,-243.6346,-50.5
86,Ravenclaw,Jermaine,Hilton,2000-06-17,1,57493.0,-316.95819630401763,7.056762549034356,3.169581963040176,6.811,439.4116846508392,635.974144011163,7.627175738593737,1051.755077750188,9.2709816832348,0.8064682477769355,-228.81269,-9.05
87,Gryffindor,Darius,Pond,1999-06-09,1,47435.0,514.2680470858512,-6.93864145908022,-5.1426804708585125,3.594,-299.5844495831252,593.3684428138996,-2.623107733979692,956.078922072012,5.496264309594324,-0.5508715518068543,-253.83873,147.31
88,Slytherin,Wilma,Marroquin,1998-12-29,1,58994.0,-529.8336462977353,-7.551878451788433,5.298336462977353,-5.441,-420.0061455725513,372.0458319129935,7.031750274519412,1046.2061307871647,9.484187396697552,1.7694646986024396,-251.70157,-134.02
89,Hufflepuff,Archie,Richardson,1999-11-07,0,66029.0,418.7979986881364,5.2419668253895,-4.187979986881364,3.957,-671.4414287470405,438.3153866981201,4.935839154299717,1060.1202962775103,6.812913992597643,0.4430065845720449,-244.95264,-4.13
90,Slytherin,Caryn,Irvine,1999-07-11,0,65151.0,-340.47712877179464,-9.573924459742496,3.4047712877179466,-6.991,-240.3844853877236,424.1737103817173,5.35531193736152,1053.3427703322022,11.960950732479231,0.1851757806294785,-255.36437,-111.75
91,Ravenclaw,Elmo,Samuel,1997-10-09,1,80698.0,-585.0191291577961,3.1898344848682485,5.8501912915779615,4.982,1092.3886105728684,623.5655706886978,6.364252990529107,1068.6085802845414,6.424160493348571,1.2666859829880914,-230.46179,-107.59
92,Ravenclaw,Lynda,Peace,2000-09-16,0,63085.0,-535.9631008491577,5.204957838617238,5.3596310084915775,4.947,586.1422517648629,606.48910681978,1.4228441184972218,1032.6371003153909,2.3528399658000354,-0.5924173093432028,-232.47674,22.38
93,Gryffindor,Sharyn,Oconnell,1998-12-20,1,32757.0,559.5125234247852,-4.459940037396295,-5.595125234247852,5.432,-593.1249867855042,565.6424557351163,-5.264616268276742,962.2932170297298,3.2163321961770768,0.2411916856305921,-252.34838,200.17
94,Ravenclaw,Roman,Stamps,1998-06-25,1,43903.0,-615.7762884454629,5.282133070929046,6.1577628844546295,3.335,552.5711492773577,571.3624087031078,3.1248889801370154,1029.5300542313096,3.825085878371043,0.8936793324806668,-231.97034,23.05
95,Hufflepuff,Sharonda,Hansen,2001-04-25,0,30360.0,714.1149421297548,3.8020363786508353,-7.141149421297548,5.747,-484.5331077227224,414.2573961481648,7.048594642235372,1044.573924674855,8.599684067619055,1.0418670200071052,-244.29127,8.27
96,Hufflepuff,Rudy,Sigler,1996-12-13,0,53747.0,402.3001417950553,3.530123460247012,-4.023001417950553,8.131,-623.5214066934777,395.7218484505045,5.08669689187408,1064.693322863819,4.2746396273666285,0.3196918148834346,-242.27829,-47.35
97,Ravenclaw,Ruthie,Hennessey,1999-10-02,0,55822.0,-605.1690924876692,3.649099472007122,6.051690924876692,5.044,606.1203514615,690.8804539178152,4.221924952936674,1041.5330878808963,8.997370378174917,0.9700286918905174,-230.0022,24.51
98,Ravenclaw,Jean,Herron,1998-05-10,1,25521.0,-436.24884643414686,6.474863131317236,4.362488464341468,4.869,522.1715997244451,527.9337937892278,4.459569723219412,1046.1639573249836,4.752422119507672,0.0599046063849924,-230.4195,12.92
99,Hufflepuff,Eileen,Santoro,1998-11-14,1,91006.0,49.84224410654053,4.07105323766236,-0.4984224410654052,4.953,-767.512319847308,419.5410370404423,2.5460896700147537,1078.8972409376834,2.6291770181414966,-2.32106129799432,-244.26175,-60.98
100,Slytherin,Brooks,Bettencourt,1999-09-26,0,49342.0,-526.0859806925057,-4.036462449149498,5.2608598069250565,-5.764,-627.6900074406183,374.5229978785511,4.326933289561747,1062.0475552673126,9.142679119096826,1.6149153943110088,-250.42092,-68.14
101,Hufflepuff,Amanda,Anaya,1999-08-18,1,44716.0,362.5032318904866,5.234574629385135,-3.6250323189048657,3.715,-344.9898066027987,480.13605325383776,4.281443155647205,1027.4836774108724,6.486040479708785,-0.6937017894070421,-242.9028,55.66
102,Hufflepuff,Valarie,Valentin,1997-09-27,0,42551.0,657.100095123139,8.127386769410322,-6.57100095123139,3.919,-294.83786332300065,319.1080196126196,2.827435252204852,1036.4315100603385,-0.6851878477010405,0.3556839544802716,-245.78322,18.2
103,Slytherin,Oma,Whitlow,2000-04-29,0,46919.0,-404.372186541756,-5.078322642489496,4.04372186541756,-4.61,-322.9054893546188,456.635923784646,3.968856652509384,1039.1307085684732,10.276648636048334,0.0852451376997611,-249.67188,-28.32
104,Gryffindor,Nelson,Doolittle,1998-11-25,0,32154.0,429.2554521387429,-7.7905820160194095,-4.29255452138743,4.299,-362.4630769343058,532.3484938569541,-3.5301756757370466,932.4673231572592,1.6126967963194367,-0.4197077744965173,-253.98387,153.59
105,Slytherin,Angeline,Trice,2000-04-02,1,57769.0,-608.9149949864728,-9.953412078187052,6.089149949864727,-5.834,-460.6246625707302,358.904410560868,9.494249074769064,1048.6952318441702,11.61728541084899,-0.9737175264700044,-252.13077,-180.37
106,Hufflepuff,Luanne,Frasier,2000-10-31,1,68382.0,357.7354160904055,4.908872293819791,-3.5773541609040547,4.831,-416.4718733751007,302.89290879777644,7.596506957882847,1057.687383071025,1.3393335799716803,0.2455262750704188,-244.50439,-119.59
107,Ravenclaw,Reginald,Jordan,1999-06-10,0,72259.0,-650.2578796427903,4.8700311219585775,6.502578796427902,4.815,518.0200601612597,627.6004488060165,4.108174932170596,1030.106352978376,4.374231618276964,-1.3025116828845449,-231.32397,-8.05
108,Hufflepuff,Ahmed,Nixon,1997-07-29,0,48503.0,376.0672246218932,5.440261803832966,-3.760672246218931,6.182,-641.078187652068,423.3265828622044,2.7902750508823084,1057.7354954959262,4.208607987013705,-0.3904360993732139,-242.6917,22.29
